,Marca,Fecha,Toneladas
641,008 Babysec,2021-01-03,261494.8532
642,003 Noble,2021-03-13,57.505988
643,036 Ladysoft,2020-05-26,7763321.3728
644,006 Nova,2020-07-20,36.285284
645,012 Higienol,2020-04-15,13.634285
646,012 Higienol,2020-10-18,0.077548
647,001 Elite,2021-03-07,4000.49289
648,037 Cotidian,2020-03-04,193112.8544
649,001 Elite,2021-03-01,178047.26053
650,038 Ok Pet,2021-01-12,55740.96
651,003 Noble,2020-01-23,46.381074
652,037 Cotidian,2020-09-06,1152.0
653,036 Ladysoft,2020-11-28,6605133.9648
654,008 Babysec,2019-11-12,3481766.665
655,038 Ok Pet,2021-01-06,16591.05
656,001 Elite,2020-01-14,112.687984
657,006 Nova,2021-01-19,38.056315
658,001 Elite,2020-01-11,108.944655
659,003 Noble,2021-03-10,51.969674
660,012 Higienol,2021-06-10,10.136063
661,001 Elite,2021-03-04,646461.93292
662,008 Babysec,2020-12-31,5804500.9452
663,003 Noble,2020-01-17,44.599097
664,003 Noble,2020-07-21,53.292945
665,006 Nova,2020-07-17,27.575256
666,008 Babysec,2021-01-06,5468768.8472
667,038 Ok Pet,2020-07-07,4232.898
668,003 Noble,2020-01-20,45.115599
669,036 Ladysoft,2021-05-30,333327.712
670,038 Ok Pet,2021-01-09,5610.96
671,012 Higienol,2020-04-18,12.940897
672,036 Ladysoft,2020-05-23,6078188.7584
673,037 Cotidian,2020-09-03,115498.0608
674,012 Higienol,2019-10-15,16.038094
675,036 Ladysoft,2020-11-25,7506933.6192
676,001 Elite,2020-01-08,150.628232
677,036 Ladysoft,2021-01-19,7984290.8368
678,037 Cotidian,2020-01-09,214159.4688
679,012 Higienol,2021-06-13,0.214148
680,008 Babysec,2019-11-06,4293830.504
681,038 Ok Pet,2020-07-13,2401.92
682,036 Ladysoft,2019-11-28,5957783.0944
683,001 Elite,2020-07-12,0.521757
684,036 Ladysoft,2020-06-01,5585194.9712
685,008 Babysec,2020-05-10,12896.0
686,012 Higienol,2020-12-09,11.245242
687,003 Noble,2020-09-14,56.91817
688,012 Higienol,2020-04-21,9.830475
689,012 Higienol,2020-12-12,10.464953
690,006 Nova,2020-01-22,15.950557
691,006 Nova,2020-01-16,13.969147
692,012 Higienol,2019-10-18,15.566274
693,036 Ladysoft,2020-05-29,8014535.8656
694,037 Cotidian,2020-08-31,280847.2416
695,012 Higienol,2019-10-24,16.453792
696,008 Babysec,2020-05-13,5638234.2864
697,037 Cotidian,2021-03-05,87790.144
698,001 Elite,2020-01-05,1.60472
699,003 Noble,2021-03-16,59.473836
700,006 Nova,2021-03-12,33.282961
701,038 Ok Pet,2020-07-16,49171.032
702,012 Higienol,2021-06-16,7.41383
703,006 Nova,2020-07-23,25.991359
704,036 Ladysoft,2019-11-25,6225710.24
705,001 Elite,2020-07-09,101.337774
706,003 Noble,2020-09-11,52.635602
707,038 Ok Pet,2020-07-10,33690.978
708,003 Noble,2021-03-19,46.963224
709,006 Nova,2020-01-19,0.446921
710,037 Cotidian,2021-03-02,222710.7968
711,012 Higienol,2019-10-21,18.374219
712,008 Babysec,2019-11-09,3585850.9232
713,037 Cotidian,2020-08-28,185066.288
714,037 Cotidian,2020-05-01,148871.9904
715,008 Babysec,2020-01-12,114950.4872
716,006 Nova,2020-05-23,16.737044
717,036 Ladysoft,2021-01-25,6833966.8176
718,001 Elite,2021-05-04,110062.16326
719,037 Cotidian,2020-11-03,158050.608
720,038 Ok Pet,2021-03-08,10409.04
721,008 Babysec,2021-03-02,5025649.0784
722,003 Noble,2020-09-17,51.485082
723,012 Higienol,2021-06-19,8.720254
724,036 Ladysoft,2020-07-23,5451697.1152
725,006 Nova,2019-11-19,14.344505
726,001 Elite,2020-03-09,127.846175
727,003 Noble,2021-05-10,57.10611
728,006 Nova,2020-05-17,0.205108
729,037 Cotidian,2021-05-05,121778.6016
730,037 Cotidian,2020-10-31,372961.8112
731,036 Ladysoft,2019-12-01,80201.4656
732,012 Higienol,2020-12-18,16.07468
733,001 Elite,2020-09-11,77.528759
734,012 Higienol,2020-06-15,14.758617
735,037 Cotidian,2019-09-09,171068.5728
736,036 Ladysoft,2021-01-22,7151592.3552
737,003 Noble,2019-09-14,34.49771
738,003 Noble,2020-03-18,52.274122
739,001 Elite,2019-09-08,2.018708
740,003 Noble,2020-09-20,0.988414
741,001 Elite,2021-05-01,1.632057
742,006 Nova,2019-11-16,9.997505
743,037 Cotidian,2020-10-28,175952.9952
744,008 Babysec,2021-03-05,5078178.5858
745,012 Higienol,2020-12-15,11.528801
746,001 Elite,2020-03-12,197.081716
747,038 Ok Pet,2021-03-05,12685.014
748,006 Nova,2020-05-20,21.229056
749,036 Ladysoft,2019-12-04,4250433.576
750,008 Babysec,2020-01-09,4795819.939
751,003 Noble,2020-03-15,2.252484
752,012 Higienol,2020-06-12,16.803854
753,006 Nova,2020-11-22,0.535507
754,003 Noble,2020-03-21,45.376017
755,001 Elite,2020-09-02,82.196237
756,037 Cotidian,2019-09-06,256120.864
757,012 Higienol,2021-02-08,13.529148
758,038 Ok Pet,2020-09-09,4800.96
759,012 Higienol,2019-12-18,16.209724
760,037 Cotidian,2020-03-10,180896.512
761,036 Ladysoft,2020-08-01,4882102.0416
762,006 Nova,2019-11-25,14.047244
763,003 Noble,2021-05-13,58.371794
764,008 Babysec,2021-01-09,5684327.3684
765,008 Babysec,2020-07-10,4588776.1956
766,036 Ladysoft,2020-07-29,4648640.0608
767,006 Nova,2021-01-13,36.099077
768,037 Cotidian,2020-05-26,137929.744
769,008 Babysec,2020-02-29,4904925.6678
770,036 Ladysoft,2020-09-26,5186206.752
771,001 Elite,2019-09-07,129.809547
772,006 Nova,2019-09-26,12.855273
773,037 Cotidian,2019-10-07,180961.6832
774,036 Ladysoft,2021-03-31,10586027.0784
775,038 Ok Pet,2020-10-15,49834.818
776,003 Noble,2020-12-20,2.233392
777,001 Elite,2020-11-01,2003.948494
778,037 Cotidian,2021-05-30,3407.808
779,008 Babysec,2021-03-04,5053939.3182
780,008 Babysec,2020-08-30,26656.0
781,001 Elite,2021-05-06,85317.16962
782,037 Cotidian,2020-11-25,134241.6512
783,006 Nova,2020-11-17,28.949318
784,012 Higienol,2020-01-26,0.58439
785,037 Cotidian,2019-10-04,173823.76
786,036 Ladysoft,2021-04-03,2706644.2848
787,006 Nova,2021-05-22,36.819555
788,003 Noble,2020-12-14,68.200867
789,001 Elite,2021-05-03,187641.102363
790,001 Elite,2019-09-10,141.816569
791,006 Nova,2019-09-29,0.481061
792,012 Higienol,2021-03-16,10.617538
793,012 Higienol,2021-03-19,13.07962
794,003 Noble,2020-12-17,60.964594
795,001 Elite,2020-10-29,222091.286323
796,008 Babysec,2021-03-07,283888.9108
797,006 Nova,2021-05-25,36.348419
798,038 Ok Pet,2021-06-07,20990.88
799,008 Babysec,2020-09-02,4619129.3984
800,036 Ladysoft,2020-02-07,5639820.0544
801,003 Noble,2021-06-21,48.628933
802,037 Cotidian,2020-11-28,156621.9328
803,036 Ladysoft,2020-09-29,6960848.6592
804,003 Noble,2019-10-26,47.185629
805,006 Nova,2020-11-20,22.988938
806,012 Higienol,2020-01-23,13.830266
807,003 Noble,2020-06-23,56.285726
808,037 Cotidian,2019-10-01,89819.2544
809,036 Ladysoft,2019-09-29,663823.0624
810,038 Ok Pet,2021-06-10,105482.988
811,003 Noble,2020-06-17,63.369156
812,012 Higienol,2021-03-22,10.748216
813,001 Elite,2021-04-30,298578.208101
814,037 Cotidian,2021-05-24,132598.208
815,008 Babysec,2021-02-26,6824685.7648
816,036 Ladysoft,2020-03-30,6208079.1152
817,001 Elite,2020-03-11,119.703426
818,006 Nova,2020-05-21,13.616966
819,008 Babysec,2020-01-08,5468553.0368
820,037 Cotidian,2020-04-04,173611.824
821,036 Ladysoft,2020-10-02,4795119.6752
822,012 Higienol,2020-09-17,9.740945
823,006 Nova,2020-11-23,25.021182
824,001 Elite,2020-03-05,111.392402
825,006 Nova,2019-11-20,13.557403
826,038 Ok Pet,2020-12-09,7079.094
827,003 Noble,2019-12-17,50.977367
828,012 Higienol,2020-09-20,0.248707
829,012 Higienol,2020-03-18,11.646979
830,006 Nova,2020-05-24,0.4364
831,037 Cotidian,2019-09-28,164931.9648
832,003 Noble,2020-06-20,55.20056
833,008 Babysec,2021-03-01,3482731.2546
834,037 Cotidian,2021-05-27,133559.584
835,003 Noble,2020-12-23,68.078358
836,001 Elite,2021-04-27,244878.152183
837,001 Elite,2020-03-08,3.13726
838,001 Elite,2019-09-04,118.194422
839,036 Ladysoft,2020-04-02,6838902.5984
840,037 Cotidian,2020-11-22,3872.0
841,012 Higienol,2020-09-14,9.943355
842,006 Nova,2020-11-26,27.676994
843,003 Noble,2019-12-20,46.285282
844,036 Ladysoft,2020-10-05,5844752.2976
845,037 Cotidian,2020-04-01,146146.544
846,008 Babysec,2020-01-05,52208.0
847,036 Ladysoft,2019-10-05,4394123.1488
848,006 Nova,2020-09-23,28.179308
849,003 Noble,2021-02-16,42.139114
850,001 Elite,2020-05-08,85.412375
851,038 Ok Pet,2021-06-16,4019.04
852,008 Babysec,2021-05-04,4118450.589
853,038 Ok Pet,2020-12-12,21143.124
854,012 Higienol,2021-05-13,9.277361
855,008 Babysec,2019-09-11,4188771.9761
856,001 Elite,2019-11-04,103.177651
857,036 Ladysoft,2021-05-31,7343670.88
858,001 Elite,2019-11-10,1.428718
859,008 Babysec,2019-09-08,119836.1244
860,036 Ladysoft,2020-04-05,50208.0
861,037 Cotidian,2021-01-25,247932.0864
862,003 Noble,2019-12-23,49.89925
863,012 Higienol,2020-03-21,6.958625
864,008 Babysec,2020-10-30,6179668.1674
865,036 Ladysoft,2020-11-26,6136954.8432
866,038 Ok Pet,2020-06-12,3870.054
867,012 Higienol,2020-09-23,10.571267
868,006 Nova,2020-03-21,9.717802
869,001 Elite,2020-12-29,892124.742959
870,003 Noble,2020-06-26,52.674011
871,006 Nova,2020-09-20,0.680316
872,006 Nova,2020-09-26,22.734248
873,008 Babysec,2021-05-01,178754.3448
874,012 Higienol,2021-05-16,0.107769
875,038 Ok Pet,2020-12-15,53670.996
876,008 Babysec,2020-03-09,3893933.655676
877,036 Ladysoft,2021-05-25,4914785.8448
878,001 Elite,2019-11-07,123.555788
879,001 Elite,2020-05-11,126.404797
880,037 Cotidian,2019-12-04,133431.2352
881,036 Ladysoft,2019-10-02,3956938.7168
882,003 Noble,2021-02-13,47.831037
883,008 Babysec,2019-09-05,3539572.5532
884,006 Nova,2021-03-25,37.023902
885,012 Higienol,2019-09-20,15.916519
886,037 Cotidian,2019-12-01,1200.288
887,003 Noble,2019-12-26,60.484781
888,036 Ladysoft,2021-05-28,4293599.504
889,012 Higienol,2020-03-24,10.232308
890,038 Ok Pet,2020-06-09,29970.018
891,037 Cotidian,2021-01-22,129155.6448
892,008 Babysec,2020-10-27,5477250.9118
893,036 Ladysoft,2020-05-30,7475995.3664
894,006 Nova,2021-05-19,30.968765
895,036 Ladysoft,2020-12-02,5375331.4608
896,038 Ok Pet,2020-10-21,130780.494
897,037 Cotidian,2019-11-22,128046.8224
898,037 Cotidian,2019-11-16,111756.2048
899,003 Noble,2020-05-02,38.660376
900,006 Nova,2020-04-05,0.252361
901,003 Noble,2020-11-04,52.575433
902,008 Babysec,2021-04-19,5667262.9636
903,006 Nova,2019-10-02,9.463582
904,001 Elite,2021-06-15,127670.955526
905,006 Nova,2020-10-05,25.235872
906,036 Ladysoft,2020-02-10,6448790.4784
907,012 Higienol,2021-02-01,11.450226
908,038 Ok Pet,2021-04-22,6989.076
909,006 Nova,2021-05-28,44.775409
910,006 Nova,2020-04-02,15.838215
911,003 Noble,2021-06-24,50.026911
912,036 Ladysoft,2020-08-14,8594918.8672
913,012 Higienol,2020-07-30,18.341265
914,008 Babysec,2020-02-26,4321362.1272
915,001 Elite,2020-04-29,115.428261
916,037 Cotidian,2020-05-23,157971.1872
917,003 Noble,2019-10-29,56.310225
918,001 Elite,2020-04-23,122.22936
919,037 Cotidian,2019-11-19,117300.7936
920,038 Ok Pet,2020-02-29,450.09
921,003 Noble,2020-05-05,55.669584
922,001 Elite,2021-06-18,33267.78251
923,008 Babysec,2021-04-16,5328376.5044
924,036 Ladysoft,2020-02-13,6953364.192
925,001 Elite,2020-04-26,4.502508
926,037 Cotidian,2021-01-10,2624.144
927,012 Higienol,2020-07-27,21.049728
928,003 Noble,2020-04-29,64.286471
929,001 Elite,2019-10-23,105.383446
930,038 Ok Pet,2021-04-19,5132.916
931,038 Ok Pet,2020-03-03,9869.094
932,036 Ladysoft,2020-08-17,7392619.7072
933,006 Nova,2020-10-08,18.568232
934,012 Higienol,2020-08-02,0.089365
935,003 Noble,2019-11-01,10.987945
936,037 Cotidian,2020-05-20,175173.9232
937,008 Babysec,2020-02-23,97258.082
938,001 Elite,2020-10-20,72477.321573
939,003 Noble,2020-05-08,59.759179
940,012 Higienol,2020-01-29,16.173293
941,036 Ladysoft,2021-04-06,6700119.2912
942,038 Ok Pet,2020-10-27,98855.982
943,006 Nova,2019-10-08,7.741744
944,003 Noble,2020-12-26,52.766842
945,001 Elite,2019-09-01,1.384931
946,008 Babysec,2020-02-20,3479113.0678
947,008 Babysec,2020-08-24,6126810.1994
948,036 Ladysoft,2021-04-12,6381646.536
949,037 Cotidian,2020-11-19,205406.2688
950,036 Ladysoft,2020-02-16,201616.8368
951,001 Elite,2020-10-26,129279.15293
952,006 Nova,2020-11-29,3.88746
953,003 Noble,2019-11-04,40.423984
954,006 Nova,2021-06-03,29.966557
955,037 Cotidian,2020-05-17,4416.0
956,038 Ok Pet,2020-04-24,6001.92
957,012 Higienol,2020-08-05,17.181839
958,038 Ok Pet,2020-10-24,64513.458
959,006 Nova,2019-10-05,13.457849
960,003 Noble,2020-12-29,91.189444
961,006 Nova,2020-04-08,18.531407
962,001 Elite,2020-10-23,8236100.604442
963,012 Higienol,2020-02-01,9.509024
964,008 Babysec,2020-08-21,4951264.9806
965,012 Higienol,2021-03-25,12.842272
966,037 Cotidian,2020-11-16,297329.504
967,038 Ok Pet,2021-04-28,10980.036
968,008 Babysec,2020-08-27,5042717.8274
969,037 Cotidian,2020-05-14,252988.5024
970,008 Babysec,2020-02-17,3108295.4104
971,006 Nova,2021-05-31,60.916492
972,006 Nova,2019-10-11,12.404078
973,012 Higienol,2020-02-04,13.829079
974,036 Ladysoft,2021-04-09,5853568.2064
975,001 Elite,2020-04-20,119.551928
976,003 Noble,2019-11-07,49.07478
977,006 Nova,2020-08-08,29.980818
978,036 Ladysoft,2020-04-08,5400448.752
979,037 Cotidian,2020-07-17,117526.6016
980,008 Babysec,2020-04-21,4627384.3876
981,001 Elite,2020-06-23,82.851446
982,012 Higienol,2021-03-28,0.096135
983,038 Ok Pet,2021-06-22,14284.8
984,001 Elite,2019-12-20,108.264491
985,006 Nova,2021-03-28,0.509814
986,037 Cotidian,2020-07-23,115257.7024
987,008 Babysec,2020-04-27,5019212.482
988,012 Higienol,2020-02-07,17.519777
989,036 Ladysoft,2020-10-14,6039366.6336
990,012 Higienol,2020-09-29,11.74526
991,006 Nova,2020-02-07,14.561406
992,012 Higienol,2021-04-03,5.318418
993,038 Ok Pet,2020-04-30,2939.04
994,008 Babysec,2020-10-24,5013776.9006
995,001 Elite,2020-12-26,12467.177109
996,036 Ladysoft,2020-10-08,6471161.224
997,003 Noble,2020-07-02,59.268777
998,012 Higienol,2021-03-31,19.822693
999,036 Ladysoft,2020-04-11,5524520.464
1000,006 Nova,2021-03-31,72.484041
1001,001 Elite,2020-06-20,103.188178
1002,001 Elite,2020-06-26,145.977269
1003,003 Noble,2021-01-04,45.581143
1004,008 Babysec,2020-04-24,4734865.4346
1005,008 Babysec,2021-06-16,5951517.9524
1006,008 Babysec,2019-10-21,5089122.7716
1007,037 Cotidian,2020-01-16,162254.336
1008,038 Ok Pet,2021-06-19,7770.96
1009,006 Nova,2020-02-10,14.416945
1010,036 Ladysoft,2021-04-15,5273966.8768
1011,038 Ok Pet,2020-10-30,962044.632
1012,037 Cotidian,2020-07-20,151836.1472
1013,006 Nova,2020-02-04,15.59711
1014,003 Noble,2020-06-29,55.299733
1015,036 Ladysoft,2020-10-11,104197.184
1016,001 Elite,2020-12-23,104513.783889
1017,012 Higienol,2020-09-26,9.121284
1018,038 Ok Pet,2020-04-27,1200.96
1019,037 Cotidian,2021-01-19,185553.52
1020,001 Elite,2019-10-29,123.739422
1021,006 Nova,2021-04-03,21.241627
1022,036 Ladysoft,2019-10-11,5120624.4656
1023,003 Noble,2020-01-04,40.499136
1024,036 Ladysoft,2020-04-10,16768.0
1025,037 Cotidian,2021-04-23,106340.992
1026,001 Elite,2020-02-23,2.675966
1027,003 Noble,2021-01-26,74.716498
1028,001 Elite,2020-08-27,79.782177
1029,003 Noble,2020-07-24,53.751862
1030,008 Babysec,2020-10-09,4809504.3114
1031,038 Ok Pet,2020-05-28,1830.978
1032,006 Nova,2020-02-19,16.793525
1033,036 Ladysoft,2019-10-07,4298282.9904
1034,012 Higienol,2020-07-10,9.04466
1035,038 Ok Pet,2020-05-22,37290.978
1036,003 Noble,2019-12-05,41.414842
1037,036 Ladysoft,2021-06-02,4232145.9232
1038,012 Higienol,2021-01-09,13.73452
1039,008 Babysec,2020-10-12,4449043.4136
1040,006 Nova,2020-10-11,0.208054
1041,037 Cotidian,2020-10-19,197201.7824
1042,008 Babysec,2020-04-09,319320.96
1043,006 Nova,2021-04-15,27.241866
1044,001 Elite,2020-02-26,101.017507
1045,037 Cotidian,2020-10-16,163207.152
1046,036 Ladysoft,2020-04-13,5532243.2032
1047,012 Higienol,2021-01-15,11.855641
1048,037 Cotidian,2021-04-20,230177.968
1049,003 Noble,2021-01-29,113.518609
1050,037 Cotidian,2020-02-27,83085.2192
1051,001 Elite,2020-08-30,1.351811
1052,036 Ladysoft,2019-10-10,5750899.3536
1053,038 Ok Pet,2020-05-25,6179.076
1054,012 Higienol,2020-07-13,8.285685
1055,003 Noble,2020-07-27,65.225292
1056,008 Babysec,2020-04-06,4325974.7968
1057,006 Nova,2021-04-12,30.007462
1058,008 Babysec,2020-10-15,4496300.6104
1059,012 Higienol,2021-01-12,13.092038
1060,036 Ladysoft,2021-06-05,6391918.8976
1061,036 Ladysoft,2020-12-01,3738358.4784
1062,036 Ladysoft,2020-12-04,4571289.5104
1063,006 Nova,2020-04-11,18.547708
1064,006 Nova,2020-10-14,20.263028
1065,008 Babysec,2021-04-07,5646998.3214
1066,037 Cotidian,2020-02-24,112173.056
1067,003 Noble,2020-08-02,0.308905
1068,008 Babysec,2021-04-13,4554517.5976
1069,012 Higienol,2020-07-16,10.402994
1070,001 Elite,2020-08-21,104.734679
1071,003 Noble,2021-03-22,60.446401
1072,036 Ladysoft,2019-10-13,175874.1712
1073,001 Elite,2020-01-02,47.210353
1074,001 Elite,2021-02-23,238449.959747
1075,012 Higienol,2020-01-12,0.404814
1076,037 Cotidian,2021-04-17,242978.9856
1077,003 Noble,2020-01-29,45.570123
1078,037 Cotidian,2020-08-25,211856.0192
1079,036 Ladysoft,2021-06-08,5027793.8928
1080,006 Nova,2020-10-17,18.143371
1081,037 Cotidian,2020-02-21,159525.2384
1082,008 Babysec,2021-04-10,5921514.9088
1083,012 Higienol,2020-01-09,17.642855
1084,036 Ladysoft,2020-12-07,5919650.5808
1085,036 Ladysoft,2020-06-04,7032308.5056
1086,038 Ok Pet,2021-01-18,75720.978
1087,008 Babysec,2020-10-06,4551864.0186
1088,006 Nova,2020-04-14,25.323856
1089,001 Elite,2020-08-24,80.942382
1090,003 Noble,2020-07-30,62.843575
1091,012 Higienol,2020-01-15,17.253132
1092,038 Ok Pet,2021-01-15,3924.036
1093,037 Cotidian,2021-04-14,151057.7216
1094,001 Elite,2021-02-26,190087.964415
1095,003 Noble,2020-01-26,0.572955
1096,036 Ladysoft,2019-10-16,4458296.4272
1097,036 Ladysoft,2021-06-11,5443899.1456
1098,006 Nova,2021-04-18,0.757464
1099,001 Elite,2021-04-28,206897.24498
1100,008 Babysec,2020-06-06,4722878.7146
1101,003 Noble,2020-09-23,66.631401
1102,037 Cotidian,2019-10-22,136899.968
1103,001 Elite,2020-10-24,226069.452217
1104,006 Nova,2021-02-16,25.737339
1105,008 Babysec,2019-10-18,3887227.2236
1106,008 Babysec,2021-06-13,171313.3488
1107,036 Ladysoft,2020-12-10,6200239.624
1108,012 Higienol,2021-03-11,11.899671
1109,012 Higienol,2020-09-06,0.052939
1110,038 Ok Pet,2021-01-21,17971.938
1111,003 Noble,2021-03-28,1.105317
1112,037 Cotidian,2020-04-25,131596.5056
1113,036 Ladysoft,2020-06-10,5515978.842118
1114,012 Higienol,2020-01-18,14.519063
1115,008 Babysec,2021-06-10,5618190.2494
1116,001 Elite,2019-09-05,110.170479
1117,036 Ladysoft,2019-12-07,4264810.872
1118,008 Babysec,2020-12-06,226685.7432
1119,006 Nova,2020-08-11,37.064403
1120,037 Cotidian,2021-06-17,204750.784
1121,008 Babysec,2020-12-12,4756855.3894
1122,006 Nova,2021-02-13,21.656986
1123,003 Noble,2020-02-01,29.677268
1124,012 Higienol,2021-03-08,11.790957
1125,037 Cotidian,2019-10-25,273993.7376
1126,038 Ok Pet,2020-07-22,41880.96
1127,037 Cotidian,2020-04-28,175180.8096
1128,012 Higienol,2021-03-14,0.083097
1129,003 Noble,2021-03-25,68.485482
1130,006 Nova,2019-12-23,11.187027
1131,037 Cotidian,2020-12-16,244066.5152
1132,001 Elite,2019-09-02,101.90636
1133,001 Elite,2020-10-27,60093.933643
1134,008 Babysec,2020-12-09,4567245.242
1135,037 Cotidian,2021-06-14,272669.0208
1136,037 Cotidian,2021-06-20,479.904
1137,001 Elite,2020-04-24,82.638735
1138,006 Nova,2020-08-14,29.907562
1139,008 Babysec,2019-10-12,3672555.3912
1140,003 Noble,2020-09-29,83.186936
1141,001 Elite,2021-04-22,166074.274357
1142,008 Babysec,2021-06-04,5114020.7962
1143,037 Cotidian,2020-04-22,133965.1808
1144,036 Ladysoft,2021-02-03,6783764.9648
1145,012 Higienol,2020-09-09,10.065159
1146,001 Elite,2021-04-19,485272.912438
1147,037 Cotidian,2020-10-25,1728.0
1148,006 Nova,2021-04-09,28.564587
1149,006 Nova,2020-02-13,14.232906
1150,001 Elite,2020-03-03,112.271352
1151,038 Ok Pet,2020-07-25,25742.88
1152,003 Noble,2019-09-13,44.855737
1153,038 Ok Pet,2020-09-05,541.89
1154,008 Babysec,2020-07-24,4275122.8496
1155,008 Babysec,2021-01-26,6457291.6852
1156,006 Nova,2020-12-30,42.796156
1157,012 Higienol,2019-09-05,15.466803
1158,001 Elite,2020-12-11,44102.468425
1159,036 Ladysoft,2021-02-19,6405910.3936
1160,003 Noble,2021-05-15,46.549523
1161,012 Higienol,2021-04-28,12.394185
1162,012 Higienol,2020-10-24,10.354536
1163,038 Ok Pet,2021-03-10,26462.916
1164,037 Cotidian,2021-01-07,198688.4928
1165,012 Higienol,2020-03-03,11.370168
1166,003 Noble,2021-05-12,50.265119
1167,036 Ladysoft,2021-02-22,6067184.5952
1168,001 Elite,2019-10-20,16.635912
1169,001 Elite,2020-12-14,64100.854029
1170,036 Ladysoft,2019-12-29,1382370.0656
1171,038 Ok Pet,2020-03-06,21211.92
1172,003 Noble,2019-09-16,44.317656
1173,037 Cotidian,2020-07-05,10352.0
1174,006 Nova,2020-06-27,19.176489
1175,006 Nova,2020-12-27,3.285937
1176,001 Elite,2020-12-08,14480.156614
1177,003 Noble,2020-03-20,39.032257
1178,038 Ok Pet,2020-09-08,19650.996
1179,008 Babysec,2019-12-02,3593285.038
1180,036 Ladysoft,2021-02-16,5509569.7936
1181,012 Higienol,2021-04-25,0.109989
1182,003 Noble,2020-11-07,52.413665
1183,012 Higienol,2020-10-21,10.884344
1184,038 Ok Pet,2020-09-02,1472.796
1185,003 Noble,2021-05-09,0.609243
1186,037 Cotidian,2020-07-02,201669.0688
1187,037 Cotidian,2021-01-04,407811.0304
1188,012 Higienol,2019-09-02,14.353816
1189,006 Nova,2021-01-02,11.858888
1190,003 Noble,2019-09-19,40.401302
1191,008 Babysec,2021-01-23,6143092.9628
1192,001 Elite,2020-06-08,95.663179
1193,008 Babysec,2020-07-21,3757643.183
1194,037 Cotidian,2020-07-08,154822.384
1195,001 Elite,2020-12-05,34086.963989
1196,003 Noble,2020-11-10,64.10811
1197,003 Noble,2020-11-16,67.100363
1198,008 Babysec,2019-11-29,4251588.0718
1199,006 Nova,2020-01-02,4.667149
1200,001 Elite,2021-06-09,45371.739704
1201,037 Cotidian,2020-12-29,350925.2576
1202,037 Cotidian,2019-11-07,127810.112
1203,036 Ladysoft,2020-08-20,7513220.7888
1204,038 Ok Pet,2020-03-12,4230.018
1205,006 Nova,2020-07-03,25.101669
1206,012 Higienol,2020-10-30,10.466981
1207,008 Babysec,2021-01-20,6298508.987
1208,037 Cotidian,2019-11-13,138649.5424
